Media	Species	MaxOD	MaxOD_sd	Rate	Rate_sd	AUC18	AUC18_sd	Count	Growing	Finished	Replicates	MaxOD_blank	MaxOD_blank_sd
13	B. fragilis	0.4125	0.253851334445971	0.0451343918968315	0.0441480380810162	3704.58175458333	5233.87286599971	2(1)/3	3	2	3	0.515	0.248901586977665
13	B. fragilis enterotoxigenic	0.2877	0.218099060062165	0.0288394186237043	0.037167057116035	1799.33847766667	4016.39956051513	5(1)/6	6	5	6	0.388	0.218434200618859
13	B. fragilis HM-20	0.177333333333333	0.0066583281184794	0.0166129123333333	0.000880064767392907	2.83051340277778	0.234142638657879	3/3	3	3	3	0.269666666666667	0.00642910050732864
13	B. fragilis HM-709	0.203333333333333	0.0258907963055085	0.024660335	0.0126777169665745	2.67114203703704	0.51969662923331	3/3	3	3	3	0.293333333333333	0.0225018517756502
13	B. fragilis HM-710	0.180666666666667	0.015373136743467	0.015535535	0.00327030119410369	2.50584851851852	0.385248680474157	3/3	3	3	3	0.269333333333333	0.0150443787951957
13	B. fragilis HM-711	0.181666666666667	0.00503322295684717	0.0101376453333333	0.000733684904639814	2.42725222222222	0.273645616031941	3/3	3	3	3	0.272333333333333	0.0045092497528229
13	B. fragilis HM-712	0.2145	0.00636396103067893	0.0102188035	0.000142223922433957	2.30976774305555	0.388510932983542	2(1)/3	3	2	3	0.305	0.00565685424949239
13	B. fragilis HM-713	0.202333333333333	0.0245424801789333	0.0114194156666667	0.0010709253050873	2.61872314814815	0.339973905174593	3/3	3	3	3	0.296	0.0226053091109146
13	B. fragilis HM-714	0.224	0.0187349939951952	0.0121289486666667	0.000537947280790909	2.61905284722222	0.342488248710868	3/3	3	3	3	0.313666666666667	0.0176162803489651
13	B. hansenii	0.34375	0.107126677349762	0.0280427447245992	0.0247310430909123	3874.1271253125	5471.4556239941	2/3	2	2	3	0.446	0.108894444302728
13	B. longum subsp. infantis	0.582	0.00707106781186548	0.066901803	0.00868915864403096	3.55140072916666	0.096583862556181	2/3	2	2	3	0.675	0.00707106781186548
13	B. longum subsp. longum	0		0		0		0/3	0	0	3		
13	B. obeum	0		0		0		0/3	0	0	3		
13	B. ovatus	0.242		0.010057997		2.36385916666667		1(2)/3	3	1	3	0.334	
13	B. stercoris	0		0		0		0/3	0	0	3		
13	B. thetaiotaomicron	0.4235	0.219910208949016	0.0239603414550403	0.0130619247201408	4821.89031944444	6813.06389463771	2(1)/3	3	2	3	0.5265	0.215667568261897
13	B. uniformis	0.25375	0.180665782593163	0.018980899	0.015382362734166	2.17695486111111	0.0710795521561688	0(2)/3	2	0	3	0.3565	0.18031222920257
13	B. uniformis HM-715	0.1885	0.00777817459305199	0.015193232	0.00268973237225714	2.16962809027777	0.0512878788739509	0(2)/3	2	0	3	0.281	0.00424264068711925
13	B. uniformis HM-716	0.1725	0.00212132034355964	0.012862303	0.0012775312357833	2.25867013888888	0.0403394597739399	0(2)/3	2	0	3	0.266	0.00424264068711929
13	B. vulgatus	0		0		0		0(1)/3	1	0	3		
13	B. vulgatus HM-720	0.343333333333333	0.0568975687822716	0.0226312636666667	0.00834118891560246	2.31488048611111	0.502322371280888	3/3	3	3	3	0.449333333333333	0.0627402050788275
13	B. wadsworthia	0		0		0		0/3	0	0	3		
13	B. xylanisolvens	0.247	0.0227156333832011	0.0169676216666667	0.00680378717024881	3.4403519212963	0.173395059650165	3/3	3	3	3	0.338666666666667	0.0229419557434263
13	C. aerofaciens	0		0		0		0/3	0	0	3		
13	C. bolteae	0		0		0		0/3	0	0	3		
13	C. catus	0		0		0		0/2	0	0	2		
13	C. comes	0		0		0		0/5	0	0	5		
13	C. leptum	0		0		0		0/3	0	0	3		
13	C. perfringens C36	0		0		0		0/3	0	0	3		
13	C. perfringens S107	0		0		0		1/3	1	1	3		
13	C. ramosum	0		0		0		1/3	1	1	3		
13	C. saccharolyticum	0		0		0		0/5	0	0	5		
13	D. formicigenerans	0		0		0		0/3	0	0	3		
13	D. piger	0		0		0		0/3	0	0	3		
13	E. coli CFT073	0.324	0.0370270171631472	0.0410766379708062	0.00526484379045603	5228.37872738426	9047.84654861228	3/3	3	3	3	0.428666666666667	0.0331260219968129
13	E. coli E2348/69	0.323333333333333	0.0184481254693623	0.0336485349657345	0.00434598724779979	5159.50027217593	8930.86184356427	3/3	3	3	3	0.4295	0.0221979728804231
13	E. coli ED1a	0.4515	0.00756637297521074	0.0604596130340602	0.0127235843449714	6594.18685694444	11410.5049898453	3/3	3	3	3	0.558	0.0117898261225516
13	E. coli H10407	0.294666666666667	0.0342685472895093	0.0494961459160665	0.00714067243039105	5148.3161187963	8909.2139416909	3/3	3	3	3	0.402333333333333	0.0340783411176855
13	E. coli HM605	0.414333333333333	0.0566928860910549	0.0406400296778365	0.00422825120984969	5110.94629224537	8843.58357311593	3/3	3	3	3	0.517666666666667	0.0571868283202813
13	E. coli IAI1	0.362833333333333	0.0519911851503054	0.067446175005002	0.0133608044299371	5212.10531652778	9018.5144004606	3/3	3	3	3	0.4685	0.0480806613931215
13	E. coli UTI89	0.379	0.106113147159058	0.0363685816392979	0.0201639600517162	3955.29943460069	7901.18598969604	4(1)/5	5	4	5	0.4815	0.102471134146809
13	E. eligens	0		0		0		1/3	1	1	3		
13	E. lenta	0		0		0		1/6	1	1	6		
13	E. limosum	0		0		0		0/3	0	0	3		
13	E. rectale	0		0		0		1/6	1	1	6		
13	E. siraeum	0		0		0		2/6	2	2	6		
13	F. nucleatum subsp. animalis	0		0		0		0/5	0	0	5		
13	F. nucleatum subsp. nucleatum	0		0		0		0(1)/5	1	0	5		
13	F. nucleatum subsp. vincentii	0		0		0		0/3	0	0	3		
13	H. parainfluenzae	0		0		0		0/3	0	0	3		
13	L. acidophilus	0		0		0		0/2	0	0	2		
13	L. delbrueckii subsp. delbrueckii	0		0		0		0/3	0	0	3		
13	L. fermentum	0		0		0		0/3	0	0	3		
13	L. gasseri	0		0		0		1/3	1	1	3		
13	L. lactis	0		0		0		0/3	0	0	3		
13	L. paracasei	0		0		0		0/3	0	0	3		
13	L. plantarum	0		0		0		0/3	0	0	3		
13	L. ruminis	0		0		0		0/3	0	0	3		
13	L. sakei subsp. sakei	0		0		0		0/3	0	0	3		
13	L. salivarius	0		0		0		0/3	0	0	3		
13	L. vaginalis	0		0		0		0/3	0	0	3		
13	O. splanchnicus	0		0		0		0/3	0	0	3		
13	P. capillosus	0		0		0		0/3	0	0	3		
13	P. copri	0		0		0		0/3	0	0	3		
13	P. difficile	0		0		0		0/3	0	0	3		
13	P. distasonis	0		0		0		1/3	1	1	3		
13	P. melaninogenica	0		0		0		0/5	0	0	5		
13	P. merdae	0.145	0.00141421356237308	0.011104848	9.14147646717974e-05	2.30171131944444	0.0306141880914716	0(2)/3	2	0	3	0.2345	0.00353553390593272
13	R. bromii	0		0		0		0/3	0	0	3		
13	R. gnavus	0		0		0		0/4	0	0	4		
13	R. hominis	0		0		0		0/3	0	0	3		
13	R. intestinalis	0		0		0		0/3	0	0	3		
13	R. torques	0		0		0		0/3	0	0	3		
13	S. flexneri	0.15675	0.0123743686707646	0.0076871455	0.00153258960150475	2.6180890625	0.114337447855546	0(2)/3	2	0	3	0.259	0.0176776695296637
13	S. parasanguinis	0		0		0		0/3	0	0	3		
13	S. salivarius	0.255	0.175362481734264	0.0272024060611401	0.00890710866651737	5396.40377479167	7627.89845708659	2/3	2	2	3	0.35875	0.167937860531805
13	S. sonnei	0.0955	0.0530330085889911	0.0112287171528044	0.00955288130806701	5865.87765746528	8292.13811624845	2/3	2	2	3	0.2105	0.0530330085889911
13	S. typhimurium ATCC14028	0.334833333333333	0.0218765475643058	0.0457370780186298	0.00675576195193402	5746.16024877315	9943.19836879452	3/3	3	3	3	0.4405	0.0155964739604822
13	S. typhimurium LT2	0.3005	0.0401590587539101	0.0353117427961321	0.00728563977109606	4456.65016310185	7711.68761159006	3/3	3	3	3	0.406833333333333	0.0348795546607656
13	V. cholerae A1552	0.202875	0.0583157711658404	0.0314950845403646	0.0115783577928932	3020.24273564236	6033.13936907499	4/5	4	4	5	0.30325	0.0625479815821422
13	V. cholerae N16961	0.202	0.00173205080756889	0.0324098281946107	0.0229956798707377	4872.97671953704	8434.59750557682	3/3	3	3	3	0.308	0.00700000000000001
13	V. parvula	0		0		0		0/3	0	0	3		
13	Y. pseudotuberculosis	0.1775	0.0120208152801713	0.01766669	0.00084905422486906	2.88164746527778	0.105596134900956	2(1)/3	3	2	3	0.271	0.0127279220613579
14	A. muciniphila	0		0		0		0/3	0	0	3		
14	A. odontolyticus	0		0		0		0/6	0	0	6		
14	A. putredinis	0		0		0		0/3	0	0	3		
14	A. shahii	0		0		0		0/3	0	0	3		
14	B. adolescentis	0.2175	0.11141476562826	0.0583387955616352	0.043987141389804	9656.92853983796	8364.96939583691	3/3	3	3	3	0.338833333333333	0.124272214647255
14	B. animalis subsp. lactis BI-07	0		0		0		1/3	1	1	3		
14	B. animalis subsp. lactis BL-04	0		0		0		1/2	1	1	2		
14	B. caccae	0		0		0		1/3	1	1	3		
14	B. clarus	0.257333333333333	0.0522143019998672	0.018496239	0.00441740958799883	3.24789930555555	0.153357502867072	3/3	3	3	3	0.368666666666667	0.0570116947067295
14	B. coprocola	0		0		0		0/3	0	0	3		
14	B. crossotus	0		0		0		0/3	0	0	3		
14	B. dorei	0.259333333333333	0.0397156560229506	0.0194678493333333	0.00472102383127329	3.34785715277778	0.422338385211079	3/3	3	3	3	0.371	0.0367559518989782
14	B. eggerthii	0.214	0.0303150127824482	0.0232193763333333	0.0143264164669233	3.42328125	0.689388958240892	3/3	3	3	3	0.325	0.0389743505398102
14	B. fragilis	0.211		0.0150599418453933		8523.68325		1(1)/3	2	1	3	0.327	
14	B. fragilis enterotoxigenic	0		0		0		0/6	0	0	6		
14	B. fragilis HM-20	0		0		0		1/3	1	1	3		
14	B. fragilis HM-709	0		0		0		0/3	0	0	3		
14	B. fragilis HM-710	0		0		0		0/3	0	0	3		
14	B. fragilis HM-711	0		0		0		0/3	0	0	3		
14	B. fragilis HM-712	0		0		0		0/3	0	0	3		
14	B. fragilis HM-713	0		0		0		1/3	1	1	3		
14	B. fragilis HM-714	0		0		0		1/3	1	1	3		
14	B. hansenii	0.46575	0.250669353930631	0.0923313663566241	0.00105145980268566	5849.88352871528	8264.77680143043	2/3	2	2	3	0.581	0.246073159852919
14	B. longum subsp. infantis	1.006	0.172362989066679	0.129065038862004	0.0817291536377051	8141.69954578704	14092.0515239315	3/3	3	3	3	1.11966666666667	0.164809991606496
14	B. longum subsp. longum	0		0		0		1/3	1	1	3		
14	B. obeum	0.367	0.0904212364436585	0.056553543	0.0216997391294718	4.210355	0.659639647687456	3/3	3	3	3	0.474666666666667	0.0942036800413515
14	B. ovatus	0.371666666666667	0.0261597655443112	0.0297856163333333	0.0105741173922506	3.92795842592593	0.568704941318662	3/3	3	3	3	0.483666666666667	0.0241315837303177
14	B. stercoris	0.191333333333333	0.0438786204584115	0.0181533706666667	0.00577179576322667	3.03364497685185	0.233305108543305	3/3	3	3	3	0.297	0.041569219381653
14	B. thetaiotaomicron	0		0		0		1/3	1	1	3		
14	B. uniformis	0.231		0.0193710641667052		11066.582		1(1)/3	2	1	3	0.346	
14	B. uniformis HM-715	0		0		0		1/3	1	1	3		
14	B. uniformis HM-716	0.188	0.0616116872029975	0.015954809	0.012885601131508	2.65198076388889	0.438878587332123	3/3	3	3	3	0.287	0.0693757882838098
14	B. vulgatus	0.4945	0.351432070249714	0.0619936893929237	0.0105101571511631	9174.11457465278	12970.1940631335	2(1)/3	3	2	3	0.61	0.352139177030901
14	B. vulgatus HM-720	0.583333333333333	0.270823435716581	0.102817262	0.102925336399521	3.90453175925926	0.258714692015904	3/3	3	3	3	0.689	0.266765814901385
14	B. wadsworthia	0		0		0		0/3	0	0	3		
14	B. xylanisolvens	0.403666666666667	0.055410588639116	0.0211116296666667	0.00116627878474331	3.56922108796296	0.191708902230634	3/3	3	3	3	0.504333333333333	0.0545007645206316
14	C. aerofaciens	0		0		0		0/3	0	0	3		
14	C. bolteae	0		0		0		0/3	0	0	3		
14	C. catus	0		0		0		0/2	0	0	2		
14	C. comes	0.24275	0.10046682702929	0.0114926983203701	0.00535873790199485	1976.6074353125	3947.40907985493	4(1)/5	5	4	5	0.35625	0.0960984737998823
14	C. leptum	0		0		0		0/3	0	0	3		
14	C. perfringens C36	0.743	0.18159570479502	0.177341420041224	0.121367620465484	12657.8593357639	21913.6763814647	3/3	3	3	3	0.847	0.196173392691262
14	C. perfringens S107	0.594333333333333	0.277712681261287	0.166472598897781	0.164945591900876	12636.1259553009	21880.2200022444	3/3	3	3	3	0.703333333333333	0.282089229382005
14	C. ramosum	0		0		0		1/3	1	1	3		
14	C. saccharolyticum	0		0		0		2/5	2	2	5		
14	D. formicigenerans	0.5		0.025120129		2.26409270833333		1(2)/3	3	1	3	0.615	
14	D. piger	0		0		0		0/3	0	0	3		
14	E. coli CFT073	0.2465	0.0388908729652601	0.0537797228066203	0.0174466000349742	10009.6540816667	14148.5793723338	2/3	2	2	3	0.3655	0.0403050865276332
14	E. coli E2348/69	0.182166666666667	0.0567810120844401	0.022403173337981	0.0111539761849772	4946.20036668981	8560.49089922417	3/3	3	3	3	0.301333333333333	0.0722241880074351
14	E. coli ED1a	0.43075	0.209657160621811	0.0737920536173945	0.047758671696977	16239.5096369792	22958.2791382367	2(1)/3	3	2	3	0.549	0.206475180106472
14	E. coli H10407	0.231	0.0789762622564527	0.063305416345631	0.0418997893650674	7146.88788247685	12372.5379655349	3/3	3	3	3	0.3435	0.0874485563059791
14	E. coli HM605	0.37225	0.145310443533835	0.0849752969536075	0.0299510477301167	14858.4452045139	21004.7332180339	2/3	2	2	3	0.494	0.144249783362056
14	E. coli IAI1	0.42475	0.18137288937435	0.0961476583486475	0.0701307124582147	17407.7044438889	24609.8337183394	2(1)/3	3	2	3	0.55	0.185261976670876
14	E. coli UTI89	0.340875	0.064034333238766	0.0584757025965262	0.0336055616606974	6568.05691894097	13124.8085567743	4/5	4	4	5	0.454	0.0570613704707484
14	E. eligens	0.214		0.045248083		2.09501506944444		1(2)/3	3	1	3	0.342	
14	E. lenta	0		0		0		1/6	1	1	6		
14	E. limosum	0		0		0		0/3	0	0	3		
14	E. rectale	0		0		0		2/6	2	2	6		
14	E. siraeum	0		0		0		2/6	2	2	6		
14	F. nucleatum subsp. animalis	0		0		0		1/5	1	1	5		
14	F. nucleatum subsp. nucleatum	0		0		0		0/5	0	0	5		
14	F. nucleatum subsp. vincentii	0		0		0		0/3	0	0	3		
14	H. parainfluenzae	0		0		0		0/3	0	0	3		
14	L. acidophilus	0		0		0		0/2	0	0	2		
14	L. delbrueckii subsp. delbrueckii	0		0		0		0/3	0	0	3		
14	L. fermentum	0		0		0		0/3	0	0	3		
14	L. gasseri	0		0		0		1/3	1	1	3		
14	L. lactis	0.28425	0.0647002704785691	0.0396859136183932	0.0432920719088921	9401.50666934028	13291.3597079198	2(1)/3	3	2	3	0.4055	0.0657609306503489
14	L. paracasei	0		0		0		0/3	0	0	3		
14	L. plantarum	0		0		0		1/3	1	1	3		
14	L. ruminis	0		0		0		0/3	0	0	3		
14	L. sakei subsp. sakei	0		0		0		0/3	0	0	3		
14	L. salivarius	0		0		0		1/3	1	1	3		
14	L. vaginalis	0		0		0		0/3	0	0	3		
14	O. splanchnicus	0		0		0		0/3	0	0	3		
14	P. capillosus	0		0		0		0/3	0	0	3		
14	P. copri	0		0		0		0/3	0	0	3		
14	P. difficile	0.459666666666667	0.139303924328546	0.0656665673694285	0.0338643884419011	5567.48335467593	9637.01592550467	3/3	3	3	3	0.573666666666667	0.148773597568027
14	P. distasonis	0		0		0		0/3	0	0	3		
14	P. melaninogenica	0		0		0		0/5	0	0	5		
14	P. merdae	0		0		0		0/3	0	0	3		
14	R. bromii	0		0		0		0/3	0	0	3		
14	R. gnavus	0		0		0		1/4	1	1	4		
14	R. hominis	0		0		0		0/3	0	0	3		
14	R. intestinalis	0		0		0		0/3	0	0	3		
14	R. torques	0		0		0		0/3	0	0	3		
14	S. flexneri	0.370166666666667	0.173941321523476	0.095294544725211	0.0298380045771399	10363.4484871991	17941.09994595	3/3	3	3	3	0.4915	0.179362063993477
14	S. parasanguinis	0.3245	0.00777817459305203	0.0651747395	0.0172654142554166	2.27496149305555	0.000197253329166316	2/3	2	2	3	0.443	0.0127279220613579
14	S. salivarius	0.409		0.218253405303045		27089.7495		1(1)/3	2	1	3	0.531	
14	S. sonnei	0.271333333333333	0.0911404593653847	0.0655438035970952	0.0280372990984241	8182.424768125	14164.3908437569	3/3	3	3	3	0.386	0.10129659421718
14	S. typhimurium ATCC14028	0.3045	0.109566190040541	0.0674692104165977	0.0360946645012519	8312.06860898148	14388.5244201711	3/3	3	3	3	0.4185	0.118700252737726
14	S. typhimurium LT2	0.203	0.0748114296080485	0.0242466539177375	0.0134772065597422	6505.45168398148	11261.5307171291	3/3	3	3	3	0.318	0.0860653821231278
14	V. cholerae A1552	0.2715	0.0407921561087423	0.0235200524477856	0.00942892527404891	3075.03433745833	6867.80688243805	5/5	5	5	5	0.3808	0.0468102552866356
14	V. cholerae N16961	0.176333333333333	0.039170567181665	0.0332140550421191	0.0106976291647176	5231.4392280787	9055.21383933917	3/3	3	3	3	0.303833333333333	0.0373976380715859
14	V. parvula	0		0		0		1/3	1	1	3		
14	Y. pseudotuberculosis	0		0		0		1/3	1	1	3		
15 A	A. odontolyticus	0		0		0		0/3	0	0	3		
15 A	B. adolescentis	0		0		0		2/5	2	2	5		
15 A	B. animalis subsp. lactis BI-07	0		0		0		0/3	0	0	3		
15 A	B. animalis subsp. lactis BL-04	0		0		0		0/3	0	0	3		
15 A	B. crossotus	0		0		0		0/5	0	0	5		
15 A	B. fragilis	0		0		0		0/3	0	0	3		
15 A	B. fragilis enterotoxigenic	0		0		0		0/3	0	0	3		
15 A	B. hansenii	0		0		0		0/3	0	0	3		
15 A	B. longum subsp. infantis	0		0		0		1/2	1	1	2		
15 A	B. longum subsp. longum	0		0		0		0/3	0	0	3		
15 A	B. thetaiotaomicron	0		0		0		0/3	0	0	3		
15 A	B. uniformis	0		0		0		0/3	0	0	3		
15 A	B. vulgatus	0		0		0		0/3	0	0	3		
15 A	C. bolteae	0		0		0		0/3	0	0	3		
15 A	C. comes	0		0		0		0/3	0	0	3		
15 A	C. perfringens C36	0		0		0		0/2	0	0	2		
15 A	C. perfringens S107	0		0		0		0/3	0	0	3		
15 A	C. ramosum	0		0		0		0/3	0	0	3		
15 A	C. saccharolyticum	0		0		0		0/3	0	0	3		
15 A	D. piger	0		0		0		0/3	0	0	3		
15 A	E. coli CFT073	0.104	0.05939696961967	0.0127846311807648	0.00569966133545188	6647.071464375	9397.01748366066	2/3	2	2	3	0.211	0.0735391052434009
15 A	E. coli E2348/69	0		0		0		1/3	1	1	3		
15 A	E. coli ED1a	0.11075	0.071064231509248	0.0213988100281053	0.0139646249913423	7074.65145854167	10001.463682177	2/3	2	2	3	0.223	0.0876812408671319
15 A	E. coli H10407	0		0		0		1/3	1	1	3		
15 A	E. coli HM605	0.12825	0.0661144840409422	0.0183303340986447	0.016830591100646	7532.25290253472	10648.634404029	2/3	2	2	3	0.23825	0.0830850467894193
15 A	E. coli IAI1	0.17125	0.131168307910105	0.0279357190491827	0.0228274589901356	9066.50322326389	12818.1188724096	2/3	2	2	3	0.279	0.144249783362056
15 A	E. coli UTI89	0		0		0		1/3	1	1	3		
15 A	E. lenta	0		0		0		0/3	0	0	3		
15 A	E. rectale	0		0		0		0/3	0	0	3		
15 A	E. siraeum	0		0		0		1/3	1	1	3		
15 A	F. nucleatum subsp. animalis	0		0		0		0/3	0	0	3		
15 A	F. nucleatum subsp. nucleatum	0		0		0		0/3	0	0	3		
15 A	F. nucleatum subsp. vincentii	0		0		0		0/2	0	0	2		
15 A	H. parainfluenzae	0		0		0		0/3	0	0	3		
15 A	L. gasseri	0		0		0		0/3	0	0	3		
15 A	L. lactis	0		0		0		1/3	1	1	3		
15 A	L. paracasei	0		0		0		0/3	0	0	3		
15 A	L. plantarum	0		0		0		0/3	0	0	3		
15 A	P. capillosus	0		0		0		0/2	0	0	2		
15 A	P. copri	0		0		0		0/3	0	0	3		
15 A	P. difficile	0		0		0		0/3	0	0	3		
15 A	P. melaninogenica	0		0		0		0/3	0	0	3		
15 A	R. bromii	0		0		0		0/2	0	0	2		
15 A	R. gnavus	0		0		0		0/4	0	0	4		
15 A	R. intestinalis	0		0		0		0/2	0	0	2		
15 A	R. torques	0		0		0		0/2	0	0	2		
15 A	S. flexneri	0		0		0		0/3	0	0	3		
15 A	S. salivarius	0		0		0		1/3	1	1	3		
15 A	S. sonnei	0		0		0		0/3	0	0	3		
15 A	S. typhimurium ATCC14028	0		0		0		0/3	0	0	3		
15 A	S. typhimurium LT2	0		0		0		0/3	0	0	3		
15 A	V. cholerae A1552	0		0		0		0/3	0	0	3		
15 A	V. cholerae N16961	0		0		0		0/3	0	0	3		
15 B	A. odontolyticus	0		0		0		0/3	0	0	3		
15 B	B. adolescentis	0		0		0		0/5	0	0	5		
15 B	B. animalis subsp. lactis BI-07	0		0		0		0/3	0	0	3		
15 B	B. animalis subsp. lactis BL-04	0		0		0		0/3	0	0	3		
15 B	B. crossotus	0		0		0		0/5	0	0	5		
15 B	B. fragilis	0		0		0		0/3	0	0	3		
15 B	B. fragilis enterotoxigenic	0		0		0		0/3	0	0	3		
15 B	B. hansenii	0		0		0		0/3	0	0	3		
15 B	B. longum subsp. infantis	0		0		0		0/2	0	0	2		
15 B	B. longum subsp. longum	0		0		0		0/3	0	0	3		
15 B	B. thetaiotaomicron	0		0		0		0/3	0	0	3		
15 B	B. uniformis	0		0		0		0/3	0	0	3		
15 B	B. vulgatus	0		0		0		0/3	0	0	3		
15 B	C. bolteae	0		0		0		0/3	0	0	3		
15 B	C. comes	0		0		0		0/3	0	0	3		
15 B	C. perfringens C36	0		0		0		0/2	0	0	2		
15 B	C. perfringens S107	0		0		0		0/3	0	0	3		
15 B	C. ramosum	0		0		0		0/3	0	0	3		
15 B	C. saccharolyticum	0		0		0		0/3	0	0	3		
15 B	D. piger	0		0		0		0/3	0	0	3		
15 B	E. coli CFT073	0		0		0		0/3	0	0	3		
15 B	E. coli E2348/69	0		0		0		0/3	0	0	3		
15 B	E. coli ED1a	0		0		0		1/3	1	1	3		
15 B	E. coli H10407	0		0		0		0/3	0	0	3		
15 B	E. coli HM605	0		0		0		1/3	1	1	3		
15 B	E. coli IAI1	0		0		0		1/3	1	1	3		
15 B	E. coli UTI89	0		0		0		0/3	0	0	3		
15 B	E. lenta	0		0		0		0/3	0	0	3		
15 B	E. rectale	0		0		0		0/3	0	0	3		
15 B	E. siraeum	0		0		0		1/3	1	1	3		
15 B	F. nucleatum subsp. animalis	0		0		0		0/3	0	0	3		
15 B	F. nucleatum subsp. nucleatum	0		0		0		0/3	0	0	3		
15 B	F. nucleatum subsp. vincentii	0		0		0		0/2	0	0	2		
15 B	H. parainfluenzae	0		0		0		0/3	0	0	3		
15 B	L. gasseri	0		0		0		0/3	0	0	3		
15 B	L. lactis	0		0		0		0/3	0	0	3		
15 B	L. paracasei	0		0		0		0/3	0	0	3		
15 B	L. plantarum	0		0		0		0/3	0	0	3		
15 B	P. capillosus	0		0		0		0/2	0	0	2		
15 B	P. copri	0		0		0		0/3	0	0	3		
15 B	P. difficile	0		0		0		0/3	0	0	3		
15 B	P. melaninogenica	0		0		0		0/3	0	0	3		
15 B	R. bromii	0		0		0		0/2	0	0	2		
15 B	R. gnavus	0		0		0		0/4	0	0	4		
15 B	R. intestinalis	0		0		0		0/2	0	0	2		
15 B	R. torques	0		0		0		0/2	0	0	2		
15 B	S. flexneri	0		0		0		0/3	0	0	3		
15 B	S. salivarius	0		0		0		0/3	0	0	3		
15 B	S. sonnei	0		0		0		0/3	0	0	3		
15 B	S. typhimurium ATCC14028	0		0		0		0/3	0	0	3		
15 B	S. typhimurium LT2	0		0		0		0/3	0	0	3		
15 B	V. cholerae A1552	0		0		0		0/3	0	0	3		
15 B	V. cholerae N16961	0		0		0		0/3	0	0	3		
16	A. odontolyticus	0		0		0		0/3	0	0	3		
16	B. adolescentis	0		0		0		0/5	0	0	5		
16	B. animalis subsp. lactis BI-07	0		0		0		0/3	0	0	3		
16	B. animalis subsp. lactis BL-04	0		0		0		0/3	0	0	3		
16	B. crossotus	0		0		0		0/5	0	0	5		
16	B. fragilis	0		0		0		0/3	0	0	3		
16	B. fragilis enterotoxigenic	0		0		0		0/3	0	0	3		
16	B. hansenii	0		0		0		0/3	0	0	3		
16	B. longum subsp. infantis	0		0		0		0/2	0	0	2		
16	B. longum subsp. longum	0		0		0		0/3	0	0	3		
16	B. thetaiotaomicron	0		0		0		0/3	0	0	3		
16	B. uniformis	0		0		0		0/3	0	0	3		
16	B. vulgatus	0		0		0		0/3	0	0	3		
16	C. bolteae	0		0		0		0/3	0	0	3		
16	C. comes	0		0		0		0/3	0	0	3		
16	C. perfringens C36	0		0		0		0/2	0	0	2		
16	C. perfringens S107	0		0		0		0/3	0	0	3		
16	C. ramosum	0		0		0		0/3	0	0	3		
16	C. saccharolyticum	0		0		0		0/3	0	0	3		
16	D. piger	0		0		0		0/3	0	0	3		
16	E. coli CFT073	0		0		0		0/3	0	0	3		
16	E. coli E2348/69	0		0		0		0/3	0	0	3		
16	E. coli ED1a	0		0		0		0/3	0	0	3		
16	E. coli H10407	0		0		0		0/3	0	0	3		
16	E. coli HM605	0		0		0		0/3	0	0	3		
16	E. coli IAI1	0		0		0		0/3	0	0	3		
16	E. coli UTI89	0		0		0		0/3	0	0	3		
16	E. lenta	0		0		0		0/3	0	0	3		
16	E. rectale	0		0		0		0/3	0	0	3		
16	E. siraeum	0		0		0		1/3	1	1	3		
16	F. nucleatum subsp. animalis	0		0		0		0/3	0	0	3		
16	F. nucleatum subsp. nucleatum	0		0		0		0/3	0	0	3		
16	F. nucleatum subsp. vincentii	0		0		0		0/2	0	0	2		
16	H. parainfluenzae	0		0		0		0/3	0	0	3		
16	L. gasseri	0		0		0		0/3	0	0	3		
16	L. lactis	0		0		0		0/3	0	0	3		
16	L. paracasei	0		0		0		0/3	0	0	3		
16	L. plantarum	0		0		0		0/3	0	0	3		
16	P. capillosus	0		0		0		0/2	0	0	2		
16	P. copri	0		0		0		0/3	0	0	3		
16	P. difficile	0		0		0		0/3	0	0	3		
16	P. melaninogenica	0		0		0		0/3	0	0	3		
16	R. bromii	0		0		0		0/2	0	0	2		
16	R. gnavus	0		0		0		0/4	0	0	4		
16	R. intestinalis	0		0		0		0/2	0	0	2		
16	R. torques	0		0		0		0/2	0	0	2		
16	S. flexneri	0		0		0		0/3	0	0	3		
16	S. salivarius	0		0		0		0/3	0	0	3		
16	S. sonnei	0		0		0		0/3	0	0	3		
16	S. typhimurium ATCC14028	0		0		0		0/3	0	0	3		
16	S. typhimurium LT2	0		0		0		0/3	0	0	3		
16	V. cholerae A1552	0		0		0		0/3	0	0	3		
16	V. cholerae N16961	0		0		0		0/3	0	0	3		
2	A. muciniphila	0		0		0		0/3	0	0	3		
2	A. odontolyticus	1.148	0.349112207367965	0.363113681214075	0.287815162709758	8.61236626736111	12.2971652813455	4(1)/6	5	4	6	1.324	0.326793512787509
2	A. putredinis	0		0		0		0/3	0	0	3		
2	A. shahii	0		0		0		0/3	0	0	3		
2	B. adolescentis	1.556	0.043840620433566	0.334700162139809	0.0365622831407558	34063.819625	242.469213365903	2(1)/3	3	2	3	1.683	0.043840620433566
2	B. animalis subsp. lactis BI-07	0.7677	0.18520245678716	0.160753417101852	0.0614299395841069	4004.96793338889	8937.12844695455	5/5	5	5	5	0.8796	0.182946166945361
