nid	Name	TrA0_Amuciniphila	TrA0_Aodontolyticus	TrA0_Aputredinis	TrA0_Badolescentis	TrA0_Bcrossotus	TrA0_Bfragilis	TrA0_Bhansenii	TrA0_Binfantis	TrA0_BlactisBI07	TrA0_Blongum	TrA0_Bthetaiotaomicron	TrA0_Buniformis	TrA0_Bvulgatus	TrA0_Cbolteae	TrA0_Ccomes	TrA0_Cramosum	TrA0_Csaccharolyticum	TrA0_EcoliIAI1	TrA0_Elenta	TrA0_Erectale	TrA0_Esiraeum	TrA0_Fnucleatum	TrA0_InoculationMix1	TrA0_InoculationMix2	TrA0_InoculationMix3	TrA0_Lgasseri	TrA0_Llactis	TrA0_Lparacasei	TrA0_Mix1	TrA0_Mix10	TrA0_Mix11	TrA0_Mix12	TrA0_Mix13	TrA0_Mix14	TrA0_Mix15	TrA0_Mix16	TrA0_Mix17	TrA0_Mix18	TrA0_Mix19	TrA0_Mix2	TrA0_Mix20	TrA0_Mix21	TrA0_Mix22	TrA0_Mix23	TrA0_Mix24	TrA0_Mix25	TrA0_Mix3	TrA0_Mix4	TrA0_Mix5	TrA0_Mix6	TrA0_Mix7	TrA0_Mix8	TrA0_Mix9	TrA0_Pcapillosus	TrA0_Pcopri	TrA0_Pmelaninogenica	TrA0_Rbromii	TrA0_Rgnavus	TrA0_Rintestinalis	TrA0_Ssalivarius	TrA0_T149Med31	TrA0_T149Med32	TrA0_T149Med33	TrA0_T149Med81	TrA0_T149Med82	TrA0_T149Med83	TrA0_T269Med31	TrA0_T269Med32	TrA0_T269Med33	TrA0_T269Med81	TrA0_T269Med82	TrA0_T269Med83	TrA0_T389Med31	TrA0_T389Med32	TrA0_T389Med33	TrA0_T389Med81	TrA0_T389Med82	TrA0_T389Med83	TrA0_T4109Med31	TrA0_T4109Med32	TrA0_T4109Med33	TrA0_T4109Med81	TrA0_T4109Med82	TrA0_T4109Med83	TrA0_T5129Med31	TrA0_T5129Med32	TrA0_T5129Med33	TrA0_T5129Med81	TrA0_T5129Med82	TrA0_T5129Med83	TrA0_T6149Med31	TrA0_T6149Med32	TrA0_T6149Med33	TrA0_T6149Med81	TrA0_T6149Med82	TrA0_T6149Med83	TrA0_T7169Med31	TrA0_T7169Med32	TrA0_T7169Med33	TrA0_T7169Med81	TrA0_T7169Med82	TrA0_T7169Med83	TrA0_T8189Med31	TrA0_T8189Med32	TrA0_T8189Med33	TrA0_T8189Med81	TrA0_T8189Med83	TrA0_T9209Med31	TrA0_T9209Med32	TrA0_T9209Med33	TrA0_T9209Med81	TrA0_T9209Med82	TrA0_T9209Med83
NT5046	 s__[Ruminococcus] gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246143264223249	0.0235795810861658	0.024560812234065	0	0	0.000770590635057341	0	0	0	0.151262279497201	0.0339090864608308	0.0438004645503816	0.00414109295274717	0	0.0018370292612518	0	0.810552763819095	0	0.00669906738473663	0.00377852942072706	0.00326249889780443	0	0	0	0	0	0.000616206223682859	0.0510909090909091	0.350049518321779	0	0	0	0	0	0	0.999794811666422	0	0	0	0	0	0	0.00183798502382573	0	0	0	0	0.00109837631327603	0	0	0	0	0	0	0	3.46656498076056e-05	0	0	0	0	0	0	0	0	0.0120505992010652	0.00409391338660353	0.000734284710915302	0.00432184398676769	0.00262979300984052	0.0104036925782109	0.0106574719849542	0.0146336858006042	0.00422490898467347	0.00424425496118992	0.00529540812466904	0.0091526199374571	0.00754850088183422	0.010431350436989	0.00717338217338217	0.0140336808340016	0.0051809341622828	0.0070298769771529	0.0102762677786879	0.0119496855345912	0.0144744882370914	0	0	0.00334424363170628	0.01234718329881	0.0116102210504969	0.00962448073047341
NT5038	 s__Streptococcus salivarius	0	0	0.000917431192660551	0.0620308178585539	0.000409374680176031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106121646850742	0.0132948701868807	0.0139444748704554	0	0	0.000589275191514437	0	0.0167457805907173	0.410602151584481	0.25703320305623	0.0557322503302833	0	0	0	0.00262432751607401	0.196141803858196	0.00346175321049693	0	0.0232497044529095	0.0136819331444069	0	0	0	0.000210814799198904	0.00212793819157991	0.0414458966207465	0.592122830440587	0	0	0	0	0.000623068487688167	0	0	0	0	0	0.999581359480004	0.58140232921119	0.536757532281205	0.560668380462725	0.428389243138342	0.385908781484003	0.453931888544892	0.635345272311887	0.618657937806874	0.556008146639511	0.567717287488061	0.585323422426064	0.577954596038282	0.541313559322034	0.559256661991585	0.53890383010294	0.625569975447211	0.438987760006007	0.388567268693452	0.626922818566535	0.617247410197767	0.625300941124973	0.620235408916265	0.557695519064848	0.552521848403496	0.553183920313056	0.577537425685839	0.587949400798935	0.584788398934596	0.468984452319382	0.610713904599296	0.513657957244656	0.542896915524947	0.495572447300368	0.520817598187311	0.549507843049126	0.431040416013459	0.522732430592329	0.519563725116315	0.579259259259259	0.54541866365943	0.579314204314204	0.556802993851911	0.57532281205165	0.536467486818981	0.613746369796709	0.547460087082729	0.551901924839597	0.584792728884948	0.670946664640632	0.590863811014658	0.582429633239917	0.635875076049483	0.574754246699297
NT5042	 s__Lactobacillus paracasei	0	0	0	0.00474120900829712	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164338537387017	0	0	0	0	0.00329173626805542	0.00459885446716	0.00332813750684585	0	0	0.998640134173428	0	0	0.00350484349900209	0.0941516143797754	0.0080246611537897	0	0	0	0	0	0.01035734226689	0	0	0.000639912240607002	0	0	0	0	0	0	0.00806203142651741	0.170363636363636	0	0	0	0	0	0	0	0	0	8.81348463148617e-05	0.0347580741985833	0.0301865136298422	0.0504498714652956	0.0385361796506792	0.0537100068073519	0.039938080495356	0.0423760041270543	0.0572013093289689	0.0436659877800407	0.0260267430754537	0.0279930412778744	0.0332183396394391	0.0796417565485362	0.0643408134642356	0.0634331818603357	0.0148193616274991	0.0111136141773673	0.00970638194612958	0.0380869214751125	0.0451365532086641	0.0334135842999927	0.0272610843446972	0.0320066796548845	0.0386702461872394	0.0345072927783707	0.0371749874650813	0.0304926764314248	0.0232317253625333	0.0146218433738786	0.0281720200618931	0.0528503562945368	0.0407355850245439	0.0481153514614842	0.0232250755287009	0.0277315834419524	0.00833556379765228	0.0529540812466904	0.033178247273282	0.0354850088183421	0.0237947561319425	0.0229446479446479	0.0283792212420921	0.0371433126095967	0.0412272993555946	0.0375307171047733	0.0271891630382196	0.020203177512985	0.025714919086677	0.0238565567542927	0.0317347374412979	0.0264814589171845	0.0252991279659298	0.023115205856949
NT5045	 s__Ruminococcus bromii	0	0.000128172263522174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0551734302839737	0.0474518165475145	0.0474364915532713	0	0	0	0	0	0.00413766246409969	0.113552339706348	0.0190830356705974	0.00431368211481031	0	0	0	0	0.010999441652708	0	0	0	0	0	0.0023480947476828	0	0	0	0.0110917120262915	0.325363636363636	0	0	0	0	0	0	0.999954541321938	0	0	0	0.000180093648697323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19254222137088e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5006	 s__Erysipelatoclostridium ramosum	0	0	0	0.0297642565520874	0	0	0	0	0	0	0	0	0	3.91680701891818e-05	0	1	0	0	0	0	0	0	0.0073695588090793	0.0104101342029349	0.00901546109449383	0	0	0	0.016366612111293	0	0.00983303314997809	0.0067251153128411	0.0177129715711699	0.0147107620838403	0	0	0	0	0	0.353408210689388	0.0218048075660055	0.698235670536612	0	0	0	0	0.0128658416813985	0	0	0	0	0.0418982825852485	0.0234600625074178	0	0	0	0	0	0	0.000286438250523301	0.139032296794333	0.141004304160689	0.149485861182519	0.169780981425007	0.14145677331518	0.118328173374613	0.0820989019087626	0.0728314238952537	0.10908350305499	0.140210124164279	0.120090674258	0.112563988426441	0.113828967642527	0.101507713884993	0.128535657980154	0.0569975447211505	0.38631073064504	0.422227614656637	0.115469873043595	0.110049778016951	0.112570219595827	0.0869061413673233	0.149234622877818	0.120523219283715	0.194663820704376	0.168469307356207	0.161517976031957	0.115172141659268	0.348178654662708	0.0833422260164337	0.181201221581269	0.171587662099788	0.174124284930648	0.135526812688822	0.138028675446087	0.374985661300807	0.167183599364551	0.183586301578827	0.161269841269841	0.145475049337468	0.0832315832315832	0.117080994386528	0.131595727721983	0.17977445811365	0.125027924640703	0.139767779390421	0.167736021998167	0.191088450454445	0.125208934812339	0.152412124662018	0.122618902562853	0.081423646319205	0.1424340887591
NT5009	 s__[Eubacterium] rectale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999969041206155	0	0	0.0913825292325833	0.084159036749028	0.10687955512491	0	0.00172459538339082	0	0	0.139240506329114	0	0.00788704623076652	0.0341537407643	0.00984404380046455	0.0207794128521778	0	0	0.00191899808100192	0.00857063093243998	0.0166537567776917	0.0361224221725995	0.0016759606301612	0.00335067454369103	0	0	0.298513755665648	0.228638774307602	0	0	0	0	0.0106197627146768	0.137793250781343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426894343649947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5008	 s__Pseudoflavonifractor capillosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029183452883954	0.0270078180525942	0.0238867590681215	0	0	0	0.00834697217675941	0	0.00545197877622548	0.00552797436709975	0.0716347800557812	0.006525826789072	0.0113880056200547	0	0.038971263613699	0	0.00142378559463987	0.0919829589465531	0.0154998029686063	0.216168449279337	0	0	0	0	0.00455051397891704	0	0	0	0.00351129918069686	0.156475566249067	0.102346006250742	0.998554481108563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5011	 s__Roseburia intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87414135027161e-05	0	0	0	0	0	0	0	0.0443156136385968	0.0466156611898491	0.0445717655980115	0	0	0	0	0.128098628691983	0.0157717957455094	0.00711242561881624	0.0357684591671968	0	0.0219625822672484	0	0	0	0.00628140703517588	0.018009295120062	0.0295547090503087	0.00170643264161867	0	0	0	0.0376304416570043	0.217475283179467	0	0	0	0	0.0102049282336348	0.11623214780235	0	0	0.000123548307388189	0	0	1	0	0	0.00309899569583931	0.00366323907455013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060455430912877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352733686067019	0	0	0	0.000717360114777618	0.000439367311072056	0	0	0	0	0	0	0	0	0
NT5003	 s__Bacteroides fragilis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264812813206249	0.0238304276934654	0.0234233475165354	0	0	0	0.118821603927987	0	0	0	0.0188383813671282	0	0	0	0	0	2.79173646007817e-05	0	0	0	0	0.000397456279809221	0	0	0	0	0	0.000272727272727273	0.00180066624651121	0.0435576205094167	0	0	0	0	0	0	0	0	0.00450234121743307	0.00430416068866571	0.0038560411311054	0.0160798447463266	0.0167460857726344	0.0177708978328173	0	0.00122749590834697	0	0.0345749761222541	0.0297327218092678	0.0311595815713332	0.000770416024653313	0.000613604488078541	0.000463692849856255	0.0557699052963872	0.0268829315911992	0.0252365930599369	0.000335863505071539	0	0	0.0490333597609319	0.0441970498190927	0.0568915291026447	0	0.000286512427476542	0	0.0388181907862287	0.017974012706318	0.0351616689787643	0	0.00051285808484138	0.000548546352166758	0.0378587613293051	0.0305631713784889	0.0211830382747677	0.00037824343747636	0.000533902829684997	0	0.0351282774175359	0.0272181522181522	0.0294930054352669	0	0	0	0.0297532656023222	0.0271157959058967	0	0.000227928886187509	0.000213462359470613	0.0228666585435198	0.0272764145203813	0.0233619874141406
NT5023	 s__Bifidobacterium longum subsp. infantis	0	0	0	0.00237060450414856	0	0	0	1	0	0.999216914643696	0	0	0	0	0	0	0	0	0.697968823807274	0	0	0	0.00353738822835806	0.00560224089635854	0.00421283228714665	0	0	0	0	0.0573575949367089	0.113079881224748	0.0297172634766381	0.0911092626119293	0	0	0	0.472772602020732	0.0401979598020402	0.00435510887772194	0	0.0173387626428478	0.0167291342901545	0	0	0.00263645726055613	0.0056919995783704	0.00265173836181497	0.209113387495585	0.0960254698572456	0	0	0	0.00118684970526566	0	0	0	0	0	0	0	0.00144074918957858	0.00195121951219512	0	0	0.00129339686861811	0	0	0	0	0	0.000210870367441615	0.000278210549744046	0	0.00105189340813464	0.000741908559770008	0	0	0	0	0	0	0.000243947063487223	0.000111327581408294	0	0	0	0	0	0	0	0	0	0	0.00146336858006042	0	0.000497074905364585	0	0	0	0.00197349873132224	0.00147537647537648	0.000801924619085806	0	0	0	0	0.000840207760464406	0	0	0	0.00105600909792454	0.00141959034678564	0.00106938674783038
